origin,destination,airline,travel_date,quote_date,fare_class,base_fare,airline_surcharge,statutory_taxes,airport_charges,taxes_fees,total_fare
BLR,DEL,CE9,2026-10-11,2026-09-12,ECONOMY_SAVER,2937.51,427.27,1175.0,801.14,2403.41,5340.92
BLR,DEL,CE9,2026-10-11,2026-09-12,ECONOMY_FLEX,3633.19,528.46,1453.28,990.87,2972.61,6605.8
BLR,DEL,CE9,2026-10-11,2026-09-12,BUSINESS,10903.51,1585.96,4361.4,2973.69,8921.05,19824.56
BLR,DEL,CE9,2026-10-16,2026-09-12,ECONOMY_SAVER,2798.91,407.11,1119.56,763.34,2290.01,5088.92
BLR,DEL,CE9,2026-10-16,2026-09-12,ECONOMY_FLEX,3794.76,551.96,1517.9,1034.94,3104.8,6899.56
BOM,BLR,SA1,2026-09-15,2026-09-12,ECONOMY_SAVER,3289.52,478.48,1315.81,897.14,2691.43,5980.95
BOM,BLR,SA1,2026-09-15,2026-09-12,ECONOMY_FLEX,4577.55,665.82,1831.02,1248.42,3745.26,8322.81
BOM,BLR,SA1,2026-09-15,2026-09-12,BUSINESS,12854.53,1869.75,5141.81,3505.78,10517.34,23371.87
BOM,BLR,SA1,2026-09-19,2026-09-12,ECONOMY_SAVER,2752.74,400.4,1101.1,750.74,2252.24,5004.98
BOM,BLR,SA1,2026-09-19,2026-09-12,ECONOMY_FLEX,3828.58,556.88,1531.43,1044.17,3132.48,6961.06
BOM,BLR,SA1,2026-09-19,2026-09-12,PREMIUM_ECONOMY,5817.97,846.25,2327.19,1586.72,4760.16,10578.13
BOM,BLR,SA1,2026-09-23,2026-09-12,ECONOMY_SAVER,2750.12,400.02,1100.05,750.02,2250.09,5000.21
BOM,BLR,SA1,2026-09-23,2026-09-12,ECONOMY_FLEX,3523.81,512.55,1409.52,961.04,2883.11,6406.92
BOM,BLR,SA1,2026-09-23,2026-09-12,PREMIUM_ECONOMY,5746.84,835.9,2298.74,1567.32,4701.96,10448.8
BOM,BLR,SA1,2026-09-23,2026-09-12,BUSINESS,10023.34,1457.94,4009.34,2733.64,8200.92,18224.26
BOM,BLR,SA1,2026-10-06,2026-09-12,ECONOMY_SAVER,2254.14,327.88,901.66,614.76,1844.3,4098.44
BOM,BLR,SA1,2026-10-06,2026-09-12,ECONOMY_FLEX,3106.13,451.8,1242.45,847.13,2541.38,5647.51
BOM,BLR,SA1,2026-10-06,2026-09-12,PREMIUM_ECONOMY,4652.75,676.76,1861.1,1268.94,3806.8,8459.55
BOM,BLR,SA1,2026-10-06,2026-09-12,BUSINESS,8453.34,1229.58,3381.34,2305.45,6916.37,15369.71
BOM,BLR,SA1,2026-10-22,2026-09-12,ECONOMY_SAVER,2337.55,340.01,935.02,637.51,1912.54,4250.09
BOM,BLR,SA1,2026-10-22,2026-09-12,ECONOMY_FLEX,3051.48,443.85,1220.59,832.23,2496.67,5548.15
BOM,BLR,BW2,2026-09-14,2026-09-12,ECONOMY_SAVER,2985.83,434.3,1194.33,814.32,2442.95,5428.78
BOM,BLR,BW2,2026-09-14,2026-09-12,ECONOMY_FLEX,4174.43,607.19,1669.77,1138.49,3415.45,7589.88
BOM,BLR,BW2,2026-09-14,2026-09-12,PREMIUM_ECONOMY,6701.83,974.81,2680.73,1827.78,5483.32,12185.15
BOM,BLR,BW2,2026-09-14,2026-09-12,BUSINESS,12206.3,1775.46,4882.52,3329.0,9986.98,22193.28
BOM,BLR,BW2,2026-09-16,2026-09-12,ECONOMY_SAVER,2734.83,397.79,1093.93,745.86,2237.58,4972.41
BOM,BLR,BW2,2026-09-16,2026-09-12,ECONOMY_FLEX,3780.17,549.84,1512.07,1030.96,3092.87,6873.04
BOM,BLR,BW2,2026-09-16,2026-09-12,PREMIUM_ECONOMY,5998.7,872.54,2399.48,1636.0,4908.02,10906.72
BOM,BLR,BW2,2026-09-16,2026-09-12,BUSINESS,10361.49,1507.13,4144.6,2825.85,8477.58,18839.07
BOM,BLR,BW2,2026-09-21,2026-09-12,ECONOMY_SAVER,2663.71,387.45,1065.48,726.47,2179.4,4843.11
BOM,BLR,BW2,2026-09-21,2026-09-12,ECONOMY_FLEX,3626.38,527.47,1450.55,989.02,2967.04,6593.42
BOM,BLR,BW2,2026-09-21,2026-09-12,PREMIUM_ECONOMY,5036.71,732.61,2014.68,1373.65,4120.94,9157.65
BOM,BLR,BW2,2026-10-11,2026-09-12,ECONOMY_SAVER,2067.94,300.79,827.18,563.98,1691.95,3759.89
BOM,BLR,BW2,2026-10-11,2026-09-12,ECONOMY_FLEX,2954.5,429.74,1181.8,805.77,2417.31,5371.81
BOM,BLR,BW2,2026-10-11,2026-09-12,BUSINESS,7825.7,1138.28,3130.28,2134.29,6402.85,14228.55
BOM,BLR,BW2,2026-11-03,2026-09-12,ECONOMY_SAVER,1837.64,267.29,735.06,501.17,1503.52,3341.16
BOM,BLR,BW2,2026-11-03,2026-09-12,ECONOMY_FLEX,2347.3,341.42,938.92,640.17,1920.51,4267.81
BOM,BLR,BW2,2026-11-03,2026-09-12,PREMIUM_ECONOMY,3659.21,532.25,1463.68,997.96,2993.89,6653.1
BOM,BLR,BW2,2026-11-03,2026-09-12,BUSINESS,7014.62,1020.31,2805.85,1913.07,5739.23,12753.85
BOM,BLR,NS3,2026-09-12,2026-09-12,ECONOMY_SAVER,3808.21,553.92,1523.28,1038.61,3115.81,6924.02
BOM,BLR,NS3,2026-09-12,2026-09-12,ECONOMY_FLEX,5242.91,762.6,2097.16,1429.89,4289.65,9532.56
BOM,BLR,NS3,2026-09-12,2026-09-12,PREMIUM_ECONOMY,8274.77,1203.6,3309.91,2256.76,6770.27,15045.04
BOM,BLR,NS3,2026-09-12,2026-09-12,BUSINESS,14496.19,2108.54,5798.48,3953.5,11860.52,26356.71
BOM,BLR,NS3,2026-09-19,2026-09-12,ECONOMY_SAVER,3431.46,499.12,1372.58,935.85,2807.55,6239.01
BOM,BLR,NS3,2026-09-19,2026-09-12,ECONOMY_FLEX,4524.93,658.17,1809.97,1234.07,3702.21,8227.14
BOM,BLR,NS3,2026-09-19,2026-09-12,PREMIUM_ECONOMY,6452.58,938.56,2581.03,1759.8,5279.39,11731.97
BOM,BLR,NS3,2026-09-19,2026-09-12,BUSINESS,11598.57,1687.06,4639.43,3163.25,9489.74,21088.31
BOM,BLR,NS3,2026-09-21,2026-09-12,ECONOMY_SAVER,3196.33,464.92,1278.53,871.72,2615.17,5811.5
BOM,BLR,NS3,2026-09-21,2026-09-12,ECONOMY_FLEX,4100.81,596.48,1640.32,1118.41,3355.21,7456.02
BOM,BLR,NS3,2026-09-21,2026-09-12,PREMIUM_ECONOMY,6312.06,918.12,2524.83,1721.47,5164.42,11476.48
BOM,BLR,NS3,2026-09-21,2026-09-12,BUSINESS,12270.19,1784.75,4908.07,3346.42,10039.24,22309.43
BOM,BLR,NS3,2026-10-08,2026-09-12,ECONOMY_SAVER,2405.9,349.95,962.36,656.16,1968.47,4374.37
BOM,BLR,NS3,2026-10-08,2026-09-12,ECONOMY_FLEX,3179.07,462.41,1271.63,867.01,2601.05,5780.12
BOM,BLR,NS3,2026-10-08,2026-09-12,PREMIUM_ECONOMY,4763.3,692.84,1905.32,1299.09,3897.25,8660.55
BOM,BLR,NS3,2026-10-08,2026-09-12,BUSINESS,9175.28,1334.59,3670.11,2502.34,7507.04,16682.32
BOM,BLR,NS3,2026-11-02,2026-09-12,ECONOMY_SAVER,2194.16,319.15,877.66,598.41,1795.22,3989.38
BOM,BLR,NS3,2026-11-02,2026-09-12,ECONOMY_FLEX,2827.87,411.33,1131.15,771.24,2313.72,5141.59
BOM,BLR,NS3,2026-11-02,2026-09-12,PREMIUM_ECONOMY,4250.18,618.21,1700.07,1159.14,3477.42,7727.6
BLR,BOM,SA1,2026-09-13,2026-09-12,ECONOMY_SAVER,3933.77,572.18,1573.51,1072.85,3218.54,7152.31
BLR,BOM,SA1,2026-09-13,2026-09-12,ECONOMY_FLEX,4860.67,707.01,1944.27,1325.64,3976.92,8837.59
BLR,BOM,SA1,2026-09-13,2026-09-12,PREMIUM_ECONOMY,8002.69,1164.03,3201.07,2182.55,6547.65,14550.34
BLR,BOM,SA1,2026-09-13,2026-09-12,BUSINESS,14820.79,2155.75,5928.32,4042.03,12126.1,26946.89
BLR,BOM,SA1,2026-09-16,2026-09-12,ECONOMY_SAVER,3111.68,452.61,1244.67,848.64,2545.92,5657.6
BLR,BOM,SA1,2026-09-16,2026-09-12,ECONOMY_FLEX,4153.75,604.18,1661.5,1132.84,3398.52,7552.27
BLR,BOM,SA1,2026-09-16,2026-09-12,PREMIUM_ECONOMY,7106.82,1033.72,2842.73,1938.22,5814.67,12921.49
BLR,BOM,SA1,2026-09-16,2026-09-12,BUSINESS,11752.26,1709.42,4700.9,3205.17,9615.49,21367.75
BLR,BOM,SA1,2026-09-23,2026-09-12,ECONOMY_SAVER,2656.02,386.33,1062.41,724.36,2173.1,4829.12
BLR,BOM,SA1,2026-09-23,2026-09-12,ECONOMY_FLEX,3785.48,550.62,1514.19,1032.4,3097.21,6882.69
BLR,BOM,SA1,2026-09-23,2026-09-12,PREMIUM_ECONOMY,5791.48,842.4,2316.59,1579.5,4738.49,10529.97
BLR,BOM,SA1,2026-09-23,2026-09-12,BUSINESS,9972.54,1450.55,3989.02,2719.78,8159.35,18131.89
BLR,BOM,SA1,2026-10-04,2026-09-12,ECONOMY_SAVER,2354.36,342.45,941.74,642.1,1926.29,4280.65
BLR,BOM,SA1,2026-10-04,2026-09-12,ECONOMY_FLEX,3153.98,458.76,1261.59,860.18,2580.53,5734.51
BLR,BOM,SA1,2026-10-14,2026-09-12,ECONOMY_SAVER,2031.07,295.43,812.43,553.92,1661.78,3692.85
BLR,BOM,SA1,2026-10-14,2026-09-12,ECONOMY_FLEX,2844.4,413.73,1137.76,775.74,2327.23,5171.63
BLR,BOM,BW2,2026-09-15,2026-09-12,ECONOMY_SAVER,3219.91,468.35,1287.96,878.16,2634.47,5854.38
BLR,BOM,BW2,2026-09-15,2026-09-12,ECONOMY_FLEX,4147.35,603.25,1658.94,1131.09,3393.28,7540.63
BLR,BOM,BW2,2026-09-15,2026-09-12,PREMIUM_ECONOMY,6287.76,914.58,2515.1,1714.85,5144.53,11432.29
BLR,BOM,BW2,2026-09-15,2026-09-12,BUSINESS,11542.29,1678.88,4616.92,3147.89,9443.69,20985.98
BLR,BOM,BW2,2026-09-18,2026-09-12,ECONOMY_SAVER,2937.81,427.32,1175.13,801.22,2403.67,5341.48
BLR,BOM,BW2,2026-09-18,2026-09-12,ECONOMY_FLEX,4214.71,613.05,1685.88,1149.47,3448.4,7663.11
BLR,BOM,BW2,2026-09-18,2026-09-12,PREMIUM_ECONOMY,6232.18,906.5,2492.87,1699.69,5099.06,11331.24
BLR,BOM,BW2,2026-09-20,2026-09-12,ECONOMY_SAVER,2712.74,394.58,1085.1,739.83,2219.51,4932.25
BLR,BOM,BW2,2026-09-20,2026-09-12,ECONOMY_FLEX,3844.04,559.13,1537.62,1048.38,3145.13,6989.17
BLR,BOM,BW2,2026-09-20,2026-09-12,PREMIUM_ECONOMY,5738.76,834.73,2295.5,1565.11,4695.34,10434.1
BLR,BOM,BW2,2026-09-20,2026-09-12,BUSINESS,11412.28,1659.97,4564.91,3112.44,9337.32,20749.6
BLR,BOM,BW2,2026-09-30,2026-09-12,ECONOMY_SAVER,2084.57,303.21,833.83,568.52,1705.56,3790.13
BLR,BOM,BW2,2026-09-30,2026-09-12,ECONOMY_FLEX,2818.08,409.9,1127.23,768.58,2305.71,5123.79
BLR,BOM,BW2,2026-10-18,2026-09-12,ECONOMY_SAVER,2288.12,332.82,915.25,624.03,1872.1,4160.22
BLR,BOM,BW2,2026-10-18,2026-09-12,ECONOMY_FLEX,2895.94,421.23,1158.38,789.8,2369.41,5265.35
BLR,BOM,BW2,2026-10-18,2026-09-12,PREMIUM_ECONOMY,4649.43,676.28,1859.77,1268.02,3804.07,8453.5
BLR,BOM,BW2,2026-10-18,2026-09-12,BUSINESS,8834.38,1285.0,3533.75,2409.37,7228.12,16062.5
BLR,BOM,NS3,2026-09-15,2026-09-12,ECONOMY_SAVER,3616.21,525.99,1446.48,986.25,2958.72,6574.93
BLR,BOM,NS3,2026-09-15,2026-09-12,ECONOMY_FLEX,5117.59,744.38,2047.03,1395.7,4187.11,9304.7
BLR,BOM,NS3,2026-09-15,2026-09-12,PREMIUM_ECONOMY,7906.97,1150.1,3162.79,2156.44,6469.33,14376.3
BLR,BOM,NS3,2026-09-16,2026-09-12,ECONOMY_SAVER,3462.2,503.59,1384.88,944.24,2832.71,6294.91
BLR,BOM,NS3,2026-09-16,2026-09-12,ECONOMY_FLEX,4688.78,682.0,1875.51,1278.76,3836.27,8525.05
BLR,BOM,NS3,2026-09-16,2026-09-12,PREMIUM_ECONOMY,7723.74,1123.45,3089.5,2106.48,6319.43,14043.17
BLR,BOM,NS3,2026-09-16,2026-09-12,BUSINESS,13225.84,1923.76,5290.34,3607.04,10821.14,24046.98
BLR,BOM,NS3,2026-09-21,2026-09-12,ECONOMY_SAVER,3349.01,487.13,1339.6,913.37,2740.1,6089.11
BLR,BOM,NS3,2026-09-21,2026-09-12,ECONOMY_FLEX,4107.88,597.51,1643.15,1120.33,3360.99,7468.87
BLR,BOM,NS3,2026-09-21,2026-09-12,PREMIUM_ECONOMY,6974.04,1014.41,2789.62,1902.01,5706.04,12680.08
BLR,BOM,NS3,2026-10-07,2026-09-12,ECONOMY_SAVER,2590.19,376.75,1036.07,706.42,2119.24,4709.43
BLR,BOM,NS3,2026-10-07,2026-09-12,ECONOMY_FLEX,3419.55,497.39,1367.82,932.61,2797.82,6217.37
BLR,BOM,NS3,2026-10-07,2026-09-12,PREMIUM_ECONOMY,5380.72,782.65,2152.29,1467.46,4402.4,9783.12
BLR,BOM,NS3,2026-10-07,2026-09-12,BUSINESS,9748.68,1417.99,3899.47,2658.74,7976.2,17724.88
BLR,BOM,NS3,2026-11-09,2026-09-12,ECONOMY_SAVER,2257.31,328.34,902.92,615.63,1846.89,4104.2
BLR,BOM,NS3,2026-11-09,2026-09-12,ECONOMY_FLEX,2903.2,422.28,1161.28,791.79,2375.35,5278.55
BLR,BOM,NS3,2026-11-09,2026-09-12,PREMIUM_ECONOMY,4481.76,651.89,1792.71,1222.3,3666.9,8148.66
BLR,BOM,CE9,2026-09-15,2026-09-12,ECONOMY_SAVER,2965.39,431.33,1186.15,808.74,2426.22,5391.61
BLR,BOM,CE9,2026-09-15,2026-09-12,ECONOMY_FLEX,4010.08,583.28,1604.03,1093.66,3280.97,7291.05
BLR,BOM,CE9,2026-09-15,2026-09-12,PREMIUM_ECONOMY,5992.99,871.71,2397.2,1634.45,4903.36,10896.35
BLR,BOM,CE9,2026-09-16,2026-09-12,ECONOMY_SAVER,2908.61,423.07,1163.45,793.26,2379.78,5288.39
BLR,BOM,CE9,2026-09-16,2026-09-12,ECONOMY_FLEX,3947.23,574.14,1578.89,1076.53,3229.56,7176.79
BLR,BOM,CE9,2026-09-16,2026-09-12,PREMIUM_ECONOMY,5718.51,831.78,2287.4,1559.6,4678.78,10397.29
BLR,BOM,CE9,2026-09-16,2026-09-12,BUSINESS,10077.47,1465.81,4030.99,2748.41,8245.21,18322.68
BLR,BOM,CE9,2026-09-24,2026-09-12,ECONOMY_SAVER,2293.01,333.53,917.2,625.36,1876.09,4169.1
BLR,BOM,CE9,2026-09-24,2026-09-12,ECONOMY_FLEX,2905.6,422.63,1162.24,792.44,2377.31,5282.91
BLR,BOM,CE9,2026-09-24,2026-09-12,PREMIUM_ECONOMY,4723.59,687.07,1889.44,1288.25,3864.76,8588.35
BLR,BOM,CE9,2026-10-02,2026-09-12,ECONOMY_SAVER,2192.56,318.92,877.03,597.97,1793.92,3986.48
BLR,BOM,CE9,2026-10-02,2026-09-12,ECONOMY_FLEX,3016.78,438.8,1206.71,822.76,2468.27,5485.05
BLR,BOM,CE9,2026-10-02,2026-09-12,BUSINESS,8341.61,1213.33,3336.65,2274.98,6824.96,15166.57
BLR,BOM,CE9,2026-11-08,2026-09-12,ECONOMY_SAVER,1757.2,255.59,702.88,479.24,1437.71,3194.91
BLR,BOM,CE9,2026-11-08,2026-09-12,ECONOMY_FLEX,2501.0,363.78,1000.4,682.1,2046.28,4547.28
BLR,BOM,CE9,2026-11-08,2026-09-12,PREMIUM_ECONOMY,3879.18,564.24,1551.67,1057.96,3173.87,7053.05
DEL,CCU,SA1,2026-09-15,2026-09-12,ECONOMY_SAVER,4478.2,651.38,1791.28,1221.33,3663.99,8142.19
DEL,CCU,SA1,2026-09-15,2026-09-12,ECONOMY_FLEX,5883.8,855.83,2353.52,1604.67,4814.02,10697.82
DEL,CCU,SA1,2026-09-18,2026-09-12,ECONOMY_SAVER,4459.04,648.59,1783.62,1216.1,3648.31,8107.35
DEL,CCU,SA1,2026-09-18,2026-09-12,ECONOMY_FLEX,6078.48,884.14,2431.39,1657.78,4973.31,11051.79
DEL,CCU,SA1,2026-09-18,2026-09-12,PREMIUM_ECONOMY,9614.85,1398.52,3845.94,2622.23,7866.69,17481.54
DEL,CCU,SA1,2026-09-26,2026-09-12,ECONOMY_SAVER,3616.54,526.04,1446.61,986.33,2958.98,6575.52
DEL,CCU,SA1,2026-09-26,2026-09-12,ECONOMY_FLEX,4829.82,702.52,1931.93,1317.22,3951.67,8781.49
DEL,CCU,SA1,2026-09-26,2026-09-12,PREMIUM_ECONOMY,7548.26,1097.93,3019.3,2058.62,6175.85,13724.11
DEL,CCU,SA1,2026-09-26,2026-09-12,BUSINESS,12641.57,1838.77,5056.63,3447.71,10343.11,22984.68
DEL,CCU,SA1,2026-09-28,2026-09-12,ECONOMY_SAVER,3601.22,523.81,1440.49,982.16,2946.46,6547.68
DEL,CCU,SA1,2026-09-28,2026-09-12,ECONOMY_FLEX,4436.96,645.38,1774.78,1210.08,3630.24,8067.2
DEL,CCU,SA1,2026-09-28,2026-09-12,BUSINESS,13637.31,1983.61,5454.92,3719.26,11157.79,24795.1
DEL,CCU,SA1,2026-11-11,2026-09-12,ECONOMY_SAVER,2550.34,370.96,1020.14,695.55,2086.65,4636.99
DEL,CCU,SA1,2026-11-11,2026-09-12,ECONOMY_FLEX,3484.05,506.77,1393.62,950.19,2850.58,6334.63
DEL,CCU,BW2,2026-09-14,2026-09-12,ECONOMY_SAVER,4505.41,655.33,1802.17,1228.75,3686.25,8191.66
DEL,CCU,BW2,2026-09-14,2026-09-12,ECONOMY_FLEX,5593.87,813.65,2237.55,1525.6,4576.8,10170.67
DEL,CCU,BW2,2026-09-14,2026-09-12,PREMIUM_ECONOMY,9137.16,1329.04,3654.86,2491.95,7475.85,16613.01
DEL,CCU,BW2,2026-09-14,2026-09-12,BUSINESS,15667.59,2278.92,6267.04,4272.98,12818.94,28486.53
DEL,CCU,BW2,2026-09-18,2026-09-12,ECONOMY_SAVER,4038.03,587.35,1615.21,1101.28,3303.84,7341.87
DEL,CCU,BW2,2026-09-18,2026-09-12,ECONOMY_FLEX,5538.1,805.54,2215.24,1510.39,4531.17,10069.27
DEL,CCU,BW2,2026-09-18,2026-09-12,PREMIUM_ECONOMY,8851.12,1287.44,3540.45,2413.94,7241.83,16092.95
DEL,CCU,BW2,2026-09-18,2026-09-12,BUSINESS,16119.33,2344.63,6447.73,4396.18,13188.54,29307.87
DEL,CCU,BW2,2026-09-25,2026-09-12,ECONOMY_SAVER,3677.9,534.97,1471.16,1003.06,3009.19,6687.09
DEL,CCU,BW2,2026-09-25,2026-09-12,ECONOMY_FLEX,4769.94,693.81,1907.98,1300.89,3902.68,8672.62
DEL,CCU,BW2,2026-09-25,2026-09-12,PREMIUM_ECONOMY,7795.16,1133.84,3118.06,2125.95,6377.85,14173.01
DEL,CCU,BW2,2026-10-10,2026-09-12,ECONOMY_SAVER,2645.67,384.82,1058.27,721.55,2164.64,4810.31
DEL,CCU,BW2,2026-10-10,2026-09-12,ECONOMY_FLEX,3519.7,511.96,1407.88,959.92,2879.76,6399.46
DEL,CCU,BW2,2026-10-10,2026-09-12,PREMIUM_ECONOMY,5394.25,784.62,2157.7,1471.16,4413.48,9807.73
DEL,CCU,BW2,2026-10-10,2026-09-12,BUSINESS,9993.98,1453.67,3997.59,2725.63,8176.89,18170.87
DEL,CCU,BW2,2026-10-26,2026-09-12,ECONOMY_SAVER,2884.38,419.55,1153.75,786.65,2359.95,5244.33
DEL,CCU,BW2,2026-10-26,2026-09-12,ECONOMY_FLEX,4015.87,584.13,1606.35,1095.23,3285.71,7301.58
DEL,CCU,BW2,2026-10-26,2026-09-12,PREMIUM_ECONOMY,6297.15,915.95,2518.86,1717.4,5152.21,11449.36
DEL,CCU,NS3,2026-09-13,2026-09-12,ECONOMY_SAVER,6105.16,888.02,2442.07,1665.05,4995.14,11100.3
DEL,CCU,NS3,2026-09-13,2026-09-12,ECONOMY_FLEX,7972.92,1159.7,3189.17,2174.42,6523.29,14496.21
DEL,CCU,NS3,2026-09-17,2026-09-12,ECONOMY_SAVER,5002.68,727.66,2001.07,1364.37,4093.1,9095.78
DEL,CCU,NS3,2026-09-17,2026-09-12,ECONOMY_FLEX,6549.87,952.71,2619.95,1786.32,5358.98,11908.85
DEL,CCU,NS3,2026-09-17,2026-09-12,PREMIUM_ECONOMY,10419.54,1515.57,4167.81,2841.69,8525.07,18944.61
DEL,CCU,NS3,2026-09-25,2026-09-12,ECONOMY_SAVER,4394.12,639.14,1757.65,1198.39,3595.18,7989.3
DEL,CCU,NS3,2026-09-25,2026-09-12,ECONOMY_FLEX,5869.73,853.78,2347.89,1600.84,4802.51,10672.24
DEL,CCU,NS3,2026-09-25,2026-09-12,PREMIUM_ECONOMY,9085.14,1321.47,3634.05,2477.77,7433.29,16518.43
DEL,CCU,NS3,2026-10-07,2026-09-12,ECONOMY_SAVER,3341.36,486.02,1336.54,911.28,2733.84,6075.2
DEL,CCU,NS3,2026-10-07,2026-09-12,ECONOMY_FLEX,4543.93,660.94,1817.57,1239.25,3717.76,8261.69
DEL,CCU,NS3,2026-10-07,2026-09-12,PREMIUM_ECONOMY,7328.4,1065.95,2931.36,1998.65,5995.96,13324.36
DEL,CCU,NS3,2026-10-07,2026-09-12,BUSINESS,12367.83,1798.96,4947.13,3373.05,10119.14,22486.97
DEL,CCU,NS3,2026-10-26,2026-09-12,ECONOMY_SAVER,3439.54,500.3,1375.81,938.05,2814.16,6253.7
DEL,CCU,NS3,2026-10-26,2026-09-12,ECONOMY_FLEX,4848.64,705.26,1939.46,1322.35,3967.07,8815.71
DEL,CCU,NS3,2026-10-26,2026-09-12,PREMIUM_ECONOMY,7548.48,1097.96,3019.39,2058.67,6176.02,13724.5
DEL,CCU,NS3,2026-10-26,2026-09-12,BUSINESS,13096.77,1904.98,5238.71,3571.84,10715.53,23812.3
DEL,CCU,CE9,2026-09-14,2026-09-12,ECONOMY_SAVER,3988.19,580.1,1595.28,1087.68,3263.06,7251.25
DEL,CCU,CE9,2026-09-14,2026-09-12,ECONOMY_FLEX,5470.71,795.74,2188.28,1492.02,4476.04,9946.75
DEL,CCU,CE9,2026-09-14,2026-09-12,PREMIUM_ECONOMY,8173.43,1188.86,3269.37,2229.13,6687.36,14860.79
DEL,CCU,CE9,2026-09-18,2026-09-12,ECONOMY_SAVER,3888.03,565.53,1555.21,1060.38,3181.12,7069.15
DEL,CCU,CE9,2026-09-18,2026-09-12,ECONOMY_FLEX,5466.18,795.08,2186.47,1490.77,4472.32,9938.5
DEL,CCU,CE9,2026-09-20,2026-09-12,ECONOMY_SAVER,3754.18,546.06,1501.67,1023.87,3071.6,6825.78
DEL,CCU,CE9,2026-09-20,2026-09-12,ECONOMY_FLEX,5268.0,766.26,2107.2,1436.73,4310.19,9578.19
DEL,CCU,CE9,2026-09-20,2026-09-12,PREMIUM_ECONOMY,7860.33,1143.32,3144.13,2143.73,6431.18,14291.51
DEL,CCU,CE9,2026-10-02,2026-09-12,ECONOMY_SAVER,3136.97,456.29,1254.79,855.53,2566.61,5703.58
DEL,CCU,CE9,2026-10-02,2026-09-12,ECONOMY_FLEX,4128.66,600.53,1651.46,1126.0,3377.99,7506.65
DEL,CCU,CE9,2026-11-07,2026-09-12,ECONOMY_SAVER,2175.17,316.39,870.07,593.23,1779.69,3954.86
DEL,CCU,CE9,2026-11-07,2026-09-12,ECONOMY_FLEX,3225.57,469.17,1290.23,879.7,2639.1,5864.67
CCU,DEL,NS3,2026-09-12,2026-09-12,ECONOMY_SAVER,5436.77,790.8,2174.71,1482.75,4448.26,9885.03
CCU,DEL,NS3,2026-09-12,2026-09-12,ECONOMY_FLEX,7246.92,1054.1,2898.77,1976.43,5929.3,13176.22
CCU,DEL,NS3,2026-09-12,2026-09-12,PREMIUM_ECONOMY,10924.75,1589.05,4369.9,2979.48,8938.43,19863.18
CCU,DEL,NS3,2026-09-12,2026-09-12,BUSINESS,20083.41,2921.22,8033.36,5477.3,16431.88,36515.29
CCU,DEL,NS3,2026-09-18,2026-09-12,ECONOMY_SAVER,4779.37,695.18,1911.75,1303.47,3910.4,8689.77
CCU,DEL,NS3,2026-09-18,2026-09-12,ECONOMY_FLEX,6913.26,1005.56,2765.3,1885.44,5656.3,12569.56
CCU,DEL,NS3,2026-09-18,2026-09-12,PREMIUM_ECONOMY,10379.08,1509.68,4151.63,2830.66,8491.97,18871.05
CCU,DEL,NS3,2026-09-18,2026-09-12,BUSINESS,19141.21,2784.18,7656.48,5220.33,15660.99,34802.2
CCU,DEL,NS3,2026-09-22,2026-09-12,ECONOMY_SAVER,4268.08,620.81,1707.23,1164.02,3492.06,7760.14
CCU,DEL,NS3,2026-09-22,2026-09-12,ECONOMY_FLEX,5922.65,861.48,2369.06,1615.26,4845.8,10768.45
CCU,DEL,NS3,2026-09-22,2026-09-12,BUSINESS,16345.98,2377.6,6538.39,4457.99,13373.98,29719.96
CCU,DEL,NS3,2026-10-05,2026-09-12,ECONOMY_SAVER,3555.46,517.16,1422.18,969.67,2909.01,6464.47
CCU,DEL,NS3,2026-10-05,2026-09-12,ECONOMY_FLEX,4677.88,680.42,1871.15,1275.78,3827.35,8505.23
CCU,DEL,NS3,2026-10-05,2026-09-12,BUSINESS,12339.92,1794.9,4935.97,3365.43,10096.3,22436.22
CCU,DEL,NS3,2026-11-09,2026-09-12,ECONOMY_SAVER,2851.08,414.7,1140.43,777.57,2332.7,5183.78
CCU,DEL,NS3,2026-11-09,2026-09-12,ECONOMY_FLEX,4151.99,603.93,1660.8,1132.35,3397.08,7549.07
CCU,DEL,NS3,2026-11-09,2026-09-12,PREMIUM_ECONOMY,6478.84,942.38,2591.54,1766.95,5300.87,11779.71
CCU,DEL,NS3,2026-11-09,2026-09-12,BUSINESS,11540.18,1678.57,4616.07,3147.33,9441.97,20982.15
CCU,DEL,CE9,2026-09-14,2026-09-12,ECONOMY_SAVER,3818.2,555.37,1527.28,1041.33,3123.98,6942.18
CCU,DEL,CE9,2026-09-14,2026-09-12,ECONOMY_FLEX,5432.11,790.12,2172.84,1481.49,4444.45,9876.56
CCU,DEL,CE9,2026-09-14,2026-09-12,PREMIUM_ECONOMY,8376.5,1218.4,3350.6,2284.5,6853.5,15230.0
CCU,DEL,CE9,2026-09-14,2026-09-12,BUSINESS,14301.96,2080.28,5720.78,3900.54,11701.6,26003.56
CCU,DEL,CE9,2026-09-16,2026-09-12,ECONOMY_SAVER,3526.97,513.01,1410.79,961.9,2885.7,6412.67
CCU,DEL,CE9,2026-09-16,2026-09-12,ECONOMY_FLEX,5249.55,763.57,2099.82,1431.69,4295.08,9544.63
CCU,DEL,CE9,2026-09-23,2026-09-12,ECONOMY_SAVER,3101.85,451.18,1240.74,845.95,2537.87,5639.72
